Source	Target	Reaction Name	Mass
N	7977_0	Alkyne Addition, N, HH	17.026549101
C#CCC=CN	7977_0	Alkyne Addition, N, HH	81.057849229
7977_0	C(N)=CCC=CN	Alkyne Addition, N, HH	98.08439833
N	7979_0	Alkyne Addition, N, HH	17.026549101
C#CCC=CN	7979_0	Alkyne Addition, N, HH	81.057849229
7979_0	C=C(CC=CN)N	Alkyne Addition, N, HH	98.08439833
N	7980_0	Alkyne Addition, N, HH	17.026549101
C#CCC(N)=C	7980_0	Alkyne Addition, N, HH	81.057849229
7980_0	C=C(CC=CN)N	Alkyne Addition, N, HH	98.08439833
N	7982_0	Alkyne Addition, N, HH	17.026549101
C#CCC(N)=C	7982_0	Alkyne Addition, N, HH	81.057849229
7982_0	C=C(CC(N)=C)N	Alkyne Addition, N, HH	98.08439833
N	7983_0	Alkyne Addition, N, HH	17.026549101
C(NC=C)#CN	7983_0	Alkyne Addition, N, HH	82.053098202
7983_0	C(NC(N)=CN)=C	Alkyne Addition, N, HH	99.079647303
N	7985_0	Alkyne Addition, N, HH	17.026549101
C(NC=C)#CN	7985_0	Alkyne Addition, N, HH	82.053098202
7985_0	C(NC=C(N)N)=C	Alkyne Addition, N, HH	99.079647303
N	7986_0	Alkyne Addition, N, HH	17.026549101
C#CNC#CC	7986_0	Alkyne Addition, N, HH	79.042199165
7986_0	C(NC(N)=C)#CC	Alkyne Addition, N, HH	96.068748266
N	7987_0	Alkyne Addition, N, HH	17.026549101
C#CNC#CC	7987_0	Alkyne Addition, N, HH	79.042199165
7987_0	C(NC=CN)#CC	Alkyne Addition, N, HH	96.068748266
N	7988_0	Alkyne Addition, N, HH	17.026549101
C#CNC#CC	7988_0	Alkyne Addition, N, HH	79.042199165
7988_0	C(NC(N)=CC)#C	Alkyne Addition, N, HH	96.068748266
N	7990_0	Alkyne Addition, N, HH	17.026549101
C#CNC#CC	7990_0	Alkyne Addition, N, HH	79.042199165
7990_0	C(NC=C(C)N)#C	Alkyne Addition, N, HH	96.068748266
N	7991_0	Alkyne Addition, N, HH	17.026549101
C(C)#CNC	7991_0	Alkyne Addition, N, HH	69.057849229
7991_0	C(C)=C(N)NC	Alkyne Addition, N, HH	86.08439833
N	7993_0	Alkyne Addition, N, HH	17.026549101
C(C)#CNC	7993_0	Alkyne Addition, N, HH	69.057849229
7993_0	C(NC)=C(C)N	Alkyne Addition, N, HH	86.08439833
N	7994_0	Alkyne Addition, N, HH	17.026549101
C#CN(C)C	7994_0	Alkyne Addition, N, HH	69.057849229
7994_0	C=C(N)N(C)C	Alkyne Addition, N, HH	86.08439833
N	7995_0	Alkyne Addition, N, HH	17.026549101
C#CN(C)C	7995_0	Alkyne Addition, N, HH	69.057849229
7995_0	C(N(C)C)=CN	Alkyne Addition, N, HH	86.08439833
N	7996_0	Alkyne Addition, N, HH	17.026549101
C(C)#CC#N	7996_0	Alkyne Addition, N, HH	65.026549101
7996_0	C(C(N)=CC)#N	Alkyne Addition, N, HH	82.053098202
N	7997_0	Alkyne Addition, N, HH	17.026549101
C(C)#CC#N	7997_0	Alkyne Addition, N, HH	65.026549101
7997_0	C(C=C(C)N)#N	Alkyne Addition, N, HH	82.053098202
N	7997_1	Michael Addition 3,0, 	17.026549101
C(C)#CC#N	7997_1	Michael Addition 3,0, 	65.026549101
7997_1	C(C=C(C)N)#N	Michael Addition 3,0, 	82.053098202
N	7998_0	Alkyne Addition, N, HH	17.026549101
C#CCC(N)=N	7998_0	Alkyne Addition, N, HH	82.053098202
7998_0	C(CC=CN)(N)=N	Alkyne Addition, N, HH	99.079647303
N	7999_0	Alkyne Addition, N, HH	17.026549101
C#CCC(N)=N	7999_0	Alkyne Addition, N, HH	82.053098202
7999_0	C(CC(N)=C)(N)=N	Alkyne Addition, N, HH	99.079647303
N	8000_0	Alkyne Addition, N, HH	17.026549101
C1N=CCC#1	8000_0	Alkyne Addition, N, HH	65.026549101
8000_0	C1CC=C(N=1)N	Alkyne Addition, N, HH	82.053098202
N	8001_0	Alkyne Addition, N, HH	17.026549101
C1N=CCC#1	8001_0	Alkyne Addition, N, HH	65.026549101
8001_0	C1CC(N)=CN=1	Alkyne Addition, N, HH	82.053098202
N	8002_0	Alkyne Addition, N, HH	17.026549101
C(NCN)#C	8002_0	Alkyne Addition, N, HH	70.053098202
8002_0	C(NCN)=CN	Alkyne Addition, N, HH	87.079647303
N	8003_0	Alkyne Addition, N, HH	17.026549101
C(NCN)#C	8003_0	Alkyne Addition, N, HH	70.053098202
8003_0	C(N)(NCN)=C	Alkyne Addition, N, HH	87.079647303
N	8004_0	Alkyne Addition, N, HH	17.026549101
C(C=C)#CO	8004_0	Alkyne Addition, N, HH	68.026214748
8004_0	C=CC=C(N)O	Alkyne Addition, N, HH	85.052763849
N	8006_0	Alkyne Addition, N, HH	17.026549101
C(C=C)#CO	8006_0	Alkyne Addition, N, HH	68.026214748
8006_0	C=CC(N)=CO	Alkyne Addition, N, HH	85.052763849
N	8007_0	Alkyne Addition, N, HH	17.026549101
C#CCNC	8007_0	Alkyne Addition, N, HH	69.057849229
8007_0	C(N)=CCNC	Alkyne Addition, N, HH	86.08439833
N	8009_0	Alkyne Addition, N, HH	17.026549101
C#CCNC	8009_0	Alkyne Addition, N, HH	69.057849229
8009_0	C=C(CNC)N	Alkyne Addition, N, HH	86.08439833
N	8011_0	Alkyne Addition, N, HH	17.026549101
C(N)#CCN	8011_0	Alkyne Addition, N, HH	70.053098202
8011_0	C(N)(N)=CCN	Alkyne Addition, N, HH	87.079647303
N	8012_0	Alkyne Addition, N, HH	17.026549101
C(N)#CCN	8012_0	Alkyne Addition, N, HH	70.053098202
8012_0	C(N)=C(CN)N	Alkyne Addition, N, HH	87.079647303
N	8014_0	Alkyne Addition, N, HH	17.026549101
C(CC)#CN	8014_0	Alkyne Addition, N, HH	69.057849229
8014_0	C(CC)=C(N)N	Alkyne Addition, N, HH	86.08439833
N	8016_0	Alkyne Addition, N, HH	17.026549101
C(CC)#CN	8016_0	Alkyne Addition, N, HH	69.057849229
8016_0	C(N)=C(CC)N	Alkyne Addition, N, HH	86.08439833
N	8018_0	Alkyne Addition, N, HH	17.026549101
C#CC(C)=O	8018_0	Alkyne Addition, N, HH	68.026214748
8018_0	C(N)=CC(C)=O	Alkyne Addition, N, HH	85.052763849
N	8018_1	Michael Addition 1,0, 	17.026549101
C#CC(C)=O	8018_1	Michael Addition 1,0, 	68.026214748
8018_1	C(N)=CC(C)=O	Michael Addition 1,0, 	85.052763849
N	8020_0	Alkyne Addition, N, HH	17.026549101
C#CC(C)=O	8020_0	Alkyne Addition, N, HH	68.026214748
8020_0	C=C(C(C)=O)N	Alkyne Addition, N, HH	85.052763849
N	8022_0	Alkyne Addition, N, HH	17.026549101
C#CC(C=C)N	8022_0	Alkyne Addition, N, HH	81.057849229
8022_0	C=CC(C(N)=C)N	Alkyne Addition, N, HH	98.08439833
N	8024_0	Alkyne Addition, N, HH	17.026549101
C#CC(C=C)N	8024_0	Alkyne Addition, N, HH	81.057849229
8024_0	C(N)=CC(C=C)N	Alkyne Addition, N, HH	98.08439833
N	8026_0	Alkyne Addition, N, HH	17.026549101
C#CCCC=C	8026_0	Alkyne Addition, N, HH	80.062600256
8026_0	C=CCCC=CN	Alkyne Addition, N, HH	97.089149357
N	8028_0	Alkyne Addition, N, HH	17.026549101
C#CCCC=C	8028_0	Alkyne Addition, N, HH	80.062600256
8028_0	C=C(CCC=C)N	Alkyne Addition, N, HH	97.089149357
N	8030_0	Alkyne Addition, N, HH	17.026549101
C#CC(C=N)N	8030_0	Alkyne Addition, N, HH	82.053098202
8030_0	C(C(C(N)=C)N)=N	Alkyne Addition, N, HH	99.079647303
N	8031_0	Alkyne Addition, N, HH	17.026549101
C#CC(C=N)N	8031_0	Alkyne Addition, N, HH	82.053098202
8031_0	C(C(C=CN)N)=N	Alkyne Addition, N, HH	99.079647303
C#CCC(CN)=O	8033_0	Alkyne Addition, N, HC	97.052763849
8033_0	C1(CNC(C1)=C)=O	Alkyne Addition, N, HC	97.052763849
C#CCC(CN)=O	8035_0	Alkyne Addition, N, HC	97.052763849
8035_0	C1(CNC=CC1)=O	Alkyne Addition, N, HC	97.052763849
C#CCC(CO)N	8036_0	Alkyne Addition, N, HC	99.068413913
8036_0	C1CC(CO)NC=1	Alkyne Addition, N, HC	99.068413913
C(NC=C(N)O)#C	8037_0	Alkyne Addition, N, HC	98.048012822
8037_0	C=C1NC=C(N1)O	Alkyne Addition, N, HC	98.048012822
C(NC=C(N)O)#C	8038_0	Alkyne Addition, N, HC	98.048012822
8038_0	C1NC=C(NC=1)O	Alkyne Addition, N, HC	98.048012822
C(NCC(N)=C)#C	8039_0	Alkyne Addition, N, HC	96.068748266
8039_0	C=C1NCC(N1)=C	Alkyne Addition, N, HC	96.068748266
C(NCC(N)=C)#C	8040_0	Alkyne Addition, N, HC	96.068748266
8040_0	C1NC(CNC=1)=C	Alkyne Addition, N, HC	96.068748266
C#CCC=CN	8042_0	Alkyne Addition, N, HC	81.057849229
8042_0	C1NC=CCC=1	Alkyne Addition, N, HC	81.057849229
C#CCC=CN	8044_0	Alkyne Addition, N, HC	81.057849229
8044_0	C=C1CC=CN1	Alkyne Addition, N, HC	81.057849229
C#CCC(N)=C	8045_0	Alkyne Addition, N, HC	81.057849229
8045_0	C=C1CC=CN1	Alkyne Addition, N, HC	81.057849229
C(NC=CN)#CN	8047_0	Alkyne Addition, N, HC	97.063997239
8047_0	C1(NC=CN1)=CN	Alkyne Addition, N, HC	97.063997239
C(NC=CN)#CN	8049_0	Alkyne Addition, N, HC	97.063997239
8049_0	C1NC=C(N)NC=1	Alkyne Addition, N, HC	97.063997239
C(NC(N)=C)#CN	8051_0	Alkyne Addition, N, HC	97.063997239
8051_0	C1(NC=C(N)N1)=C	Alkyne Addition, N, HC	97.063997239
C(NC(N)=CN)#C	8052_0	Alkyne Addition, N, HC	97.063997239
8052_0	C1(NC=CN1)=CN	Alkyne Addition, N, HC	97.063997239
C(NC(N)=CN)#C	8053_0	Alkyne Addition, N, HC	97.063997239
8053_0	C1NC=C(N)NC=1	Alkyne Addition, N, HC	97.063997239
C(NC(N)=CN)#C	8054_0	Alkyne Addition, N, HC	97.063997239
8054_0	C1(NC=C(N)N1)=C	Alkyne Addition, N, HC	97.063997239
C(N(C=CN)C)#C	8056_0	Alkyne Addition, N, HC	96.068748266
8056_0	C1N(C(NC=1)=C)C	Alkyne Addition, N, HC	96.068748266
C(N(C=CN)C)#C	8058_0	Alkyne Addition, N, HC	96.068748266
8058_0	C1N(C=CNC=1)C	Alkyne Addition, N, HC	96.068748266
C(N(C(N)=C)C)#C	8059_0	Alkyne Addition, N, HC	96.068748266
8059_0	C1N(C(NC=1)=C)C	Alkyne Addition, N, HC	96.068748266
C#CC(CN)=O	8061_0	Alkyne Addition, N, HC	83.037113785
8061_0	C1NCC(C=1)=O	Alkyne Addition, N, HC	83.037113785
C#CC(CN)=O	8061_1	Michael Addition 1,0, 	83.037113785
8061_1	C1NCC(C=1)=O	Michael Addition 1,0, 	83.037113785
C#CCC(N)=N	8062_0	Alkyne Addition, N, HC	82.053098202
8062_0	C1(CC=CN1)=N	Alkyne Addition, N, HC	82.053098202
C(NCN)#C	8063_0	Alkyne Addition, N, HC	70.053098202
8063_0	C1NCNC=1	Alkyne Addition, N, HC	70.053098202
C(NCC(N)=N)#C	8064_0	Alkyne Addition, N, HC	97.063997239
8064_0	C1(CNC(N1)=C)=N	Alkyne Addition, N, HC	97.063997239
C(NCC(N)=N)#C	8065_0	Alkyne Addition, N, HC	97.063997239
8065_0	C1(CNC=CN1)=N	Alkyne Addition, N, HC	97.063997239
C#CC(C(N)=N)C	8067_0	Alkyne Addition, N, HC	96.068748266
8067_0	C1(C(C=CN1)C)=N	Alkyne Addition, N, HC	96.068748266
C#CCCC(N)=N	8069_0	Alkyne Addition, N, HC	96.068748266
8069_0	C1(CCC=CN1)=N	Alkyne Addition, N, HC	96.068748266
C#CCCC(N)=N	8071_0	Alkyne Addition, N, HC	96.068748266
8071_0	C1(CCC(N1)=C)=N	Alkyne Addition, N, HC	96.068748266
C#CC(NCN)=N	8073_0	Alkyne Addition, N, HC	97.063997239
8073_0	C=C1C(NCN1)=N	Alkyne Addition, N, HC	97.063997239
C#CC(NCN)=N	8075_0	Alkyne Addition, N, HC	97.063997239
8075_0	C1NCNC(C=1)=N	Alkyne Addition, N, HC	97.063997239
C#CCC(CN)O	8077_0	Alkyne Addition, N, HC	99.068413913
8077_0	C=C1CC(CN1)O	Alkyne Addition, N, HC	99.068413913
C#CCC(CN)O	8079_0	Alkyne Addition, N, HC	99.068413913
8079_0	C1CC(CNC=1)O	Alkyne Addition, N, HC	99.068413913
C(N(C)CCN)#C	8080_0	Alkyne Addition, N, HC	98.08439833
8080_0	C=C1NCCN1C	Alkyne Addition, N, HC	98.08439833
C(N(C)CCN)#C	8081_0	Alkyne Addition, N, HC	98.08439833
8081_0	C1N(C)CCNC=1	Alkyne Addition, N, HC	98.08439833
C(NCCN)#CN	8083_0	Alkyne Addition, N, HC	99.079647303
8083_0	C1(NCCN1)=CN	Alkyne Addition, N, HC	99.079647303
C(NCCN)#CN	8085_0	Alkyne Addition, N, HC	99.079647303
8085_0	C1NCCNC=1N	Alkyne Addition, N, HC	99.079647303
C#CCC(C)N	8087_0	Alkyne Addition, N, HC	83.073499293
8087_0	C1CC(C)NC=1	Alkyne Addition, N, HC	83.073499293
C#CCCCN	8089_0	Alkyne Addition, N, HC	83.073499293
8089_0	C1CCCNC=1	Alkyne Addition, N, HC	83.073499293
C#CCCCN	8091_0	Alkyne Addition, N, HC	83.073499293
8091_0	C=C1CCCN1	Alkyne Addition, N, HC	83.073499293
C#CCC(CN)N	8093_0	Alkyne Addition, N, HC	98.08439833
8093_0	C1NC(CN)CC=1	Alkyne Addition, N, HC	98.08439833
C#CCC(CN)N	8095_0	Alkyne Addition, N, HC	98.08439833
8095_0	C=C1CC(CN1)N	Alkyne Addition, N, HC	98.08439833
C#CCC(CN)N	8097_0	Alkyne Addition, N, HC	98.08439833
8097_0	C1NCC(CC=1)N	Alkyne Addition, N, HC	98.08439833
C#CC(C)NCN	8099_0	Alkyne Addition, N, HC	98.08439833
8099_0	C1NCNC(C=1)C	Alkyne Addition, N, HC	98.08439833
C#CC(C)NCN	8101_0	Alkyne Addition, N, HC	98.08439833
8101_0	C=C1C(C)NCN1	Alkyne Addition, N, HC	98.08439833
C#CCCNCN	8103_0	Alkyne Addition, N, HC	98.08439833
8103_0	C1NCNCCC=1	Alkyne Addition, N, HC	98.08439833
C#CCCNCN	8105_0	Alkyne Addition, N, HC	98.08439833
8105_0	C=C1CCNCN1	Alkyne Addition, N, HC	98.08439833
C#CC(C(C)N)O	8106_0	Alkyne Addition, N, HC	99.068413913
8106_0	C1C(C(C)NC=1)O	Alkyne Addition, N, HC	99.068413913
C#CC(CCN)=O	8108_0	Alkyne Addition, N, HC	97.052763849
8108_0	C=C1C(CCN1)=O	Alkyne Addition, N, HC	97.052763849
C#CC(CCN)=O	8110_0	Alkyne Addition, N, HC	97.052763849
8110_0	C1NCCC(C=1)=O	Alkyne Addition, N, HC	97.052763849
C#CC(CCN)=O	8110_1	Michael Addition 1,0, 	97.052763849
8110_1	C1NCCC(C=1)=O	Michael Addition 1,0, 	97.052763849
C#CC(C)CCN	8112_0	Alkyne Addition, N, HC	97.089149357
8112_0	C=C1C(C)CCN1	Alkyne Addition, N, HC	97.089149357
C#CC(C)CCN	8114_0	Alkyne Addition, N, HC	97.089149357
8114_0	C1C(C)CCNC=1	Alkyne Addition, N, HC	97.089149357
C#C	8115_0	Alkyne Addition, N, HC	26.015650064
C(N)=C(N)N	8115_0	Alkyne Addition, N, HC	73.063997239
8115_0	C(NC(N)=CN)=C	Alkyne Addition, N, HC	99.079647303
C#C	8116_0	Alkyne Addition, N, HC	26.015650064
C(N)=C(N)N	8116_0	Alkyne Addition, N, HC	73.063997239
8116_0	C(NC=C(N)N)=C	Alkyne Addition, N, HC	99.079647303
C#C	8118_0	Alkyne Addition, N, HC	26.015650064
C(N)O	8118_0	Alkyne Addition, N, HC	47.037113785
8118_0	C=CNCO	Alkyne Addition, N, HC	73.052763849
C#CO	8120_0	Alkyne Addition, N, HC	42.010564684
C(N)O	8120_0	Alkyne Addition, N, HC	47.037113785
8120_0	C=C(NCO)O	Alkyne Addition, N, HC	89.047678469
C#CO	8122_0	Alkyne Addition, N, HC	42.010564684
C(N)O	8122_0	Alkyne Addition, N, HC	47.037113785
8122_0	C(O)=CNCO	Alkyne Addition, N, HC	89.047678469
C#CC#N	8124_0	Alkyne Addition, N, HC	51.010899037
C(N)O	8124_0	Alkyne Addition, N, HC	47.037113785
8124_0	C(C(NCO)=C)#N	Alkyne Addition, N, HC	98.048012822
C#CC#N	8126_0	Alkyne Addition, N, HC	51.010899037
C(N)O	8126_0	Alkyne Addition, N, HC	47.037113785
8126_0	C(C=CNCO)#N	Alkyne Addition, N, HC	98.048012822
C#CC#N	8126_1	Michael Addition 3,0, 	51.010899037
C(N)O	8126_1	Michael Addition 3,0, 	47.037113785
8126_1	C(C=CNCO)#N	Michael Addition 3,0, 	98.048012822
C#CC	8128_0	Alkyne Addition, N, HC	40.031300128
C(N)O	8128_0	Alkyne Addition, N, HC	47.037113785
8128_0	C(C)=CNCO	Alkyne Addition, N, HC	87.068413913
C#CC	8130_0	Alkyne Addition, N, HC	40.031300128
C(N)O	8130_0	Alkyne Addition, N, HC	47.037113785
8130_0	C=C(C)NCO	Alkyne Addition, N, HC	87.068413913
C#CN	8132_0	Alkyne Addition, N, HC	41.026549101
C(N)O	8132_0	Alkyne Addition, N, HC	47.037113785
8132_0	C(NCO)=CN	Alkyne Addition, N, HC	88.063662886
C#CN	8134_0	Alkyne Addition, N, HC	41.026549101
C(N)O	8134_0	Alkyne Addition, N, HC	47.037113785
8134_0	C=C(N)NCO	Alkyne Addition, N, HC	88.063662886
C#CC=C	8136_0	Alkyne Addition, N, HC	52.031300128
C(N)O	8136_0	Alkyne Addition, N, HC	47.037113785
8136_0	C=CC=CNCO	Alkyne Addition, N, HC	99.068413913
C#CC=C	8138_0	Alkyne Addition, N, HC	52.031300128
C(N)O	8138_0	Alkyne Addition, N, HC	47.037113785
8138_0	C=C(C=C)NCO	Alkyne Addition, N, HC	99.068413913
CN	8140_0	Alkyne Addition, N, HC	31.042199165
C(C)#CC#N	8140_0	Alkyne Addition, N, HC	65.026549101
8140_0	C(C(NC)=CC)#N	Alkyne Addition, N, HC	96.068748266
CN	8142_0	Alkyne Addition, N, HC	31.042199165
C(C)#CC#N	8142_0	Alkyne Addition, N, HC	65.026549101
8142_0	C(C=C(C)NC)#N	Alkyne Addition, N, HC	96.068748266
CN	8142_1	Michael Addition 3,0, 	31.042199165
C(C)#CC#N	8142_1	Michael Addition 3,0, 	65.026549101
8142_1	C(C=C(C)NC)#N	Michael Addition 3,0, 	96.068748266
CN	8144_0	Alkyne Addition, N, HC	31.042199165
C1N=CCC#1	8144_0	Alkyne Addition, N, HC	65.026549101
8144_0	C1CC=C(N=1)NC	Alkyne Addition, N, HC	96.068748266
CN	8146_0	Alkyne Addition, N, HC	31.042199165
C1N=CCC#1	8146_0	Alkyne Addition, N, HC	65.026549101
8146_0	C1CC(NC)=CN=1	Alkyne Addition, N, HC	96.068748266
C#C	8148_0	Alkyne Addition, N, HC	26.015650064
C(NCN)#C	8148_0	Alkyne Addition, N, HC	70.053098202
8148_0	C(NCNC=C)#C	Alkyne Addition, N, HC	96.068748266
CN	8150_0	Alkyne Addition, N, HC	31.042199165
C(C=C)#CO	8150_0	Alkyne Addition, N, HC	68.026214748
8150_0	C=CC=C(NC)O	Alkyne Addition, N, HC	99.068413913
CN	8152_0	Alkyne Addition, N, HC	31.042199165
C(C=C)#CO	8152_0	Alkyne Addition, N, HC	68.026214748
8152_0	C=CC(NC)=CO	Alkyne Addition, N, HC	99.068413913
C#C	8154_0	Alkyne Addition, N, HC	26.015650064
C(N)#CCN	8154_0	Alkyne Addition, N, HC	70.053098202
8154_0	C(N)#CCNC=C	Alkyne Addition, N, HC	96.068748266
C#C	8156_0	Alkyne Addition, N, HC	26.015650064
C(N)#CCN	8156_0	Alkyne Addition, N, HC	70.053098202
8156_0	C(NC=C)#CCN	Alkyne Addition, N, HC	96.068748266
C#C	8158_0	Alkyne Addition, N, HC	26.015650064
C(CC)#CN	8158_0	Alkyne Addition, N, HC	69.057849229
8158_0	C(CC)#CNC=C	Alkyne Addition, N, HC	95.073499293
CN	8160_0	Alkyne Addition, N, HC	31.042199165
C#CC(C)=O	8160_0	Alkyne Addition, N, HC	68.026214748
8160_0	C(NC)=CC(C)=O	Alkyne Addition, N, HC	99.068413913
CN	8160_1	Michael Addition 1,0, 	31.042199165
C#CC(C)=O	8160_1	Michael Addition 1,0, 	68.026214748
8160_1	C(NC)=CC(C)=O	Michael Addition 1,0, 	99.068413913
CN	8162_0	Alkyne Addition, N, HC	31.042199165
C#CC(C)=O	8162_0	Alkyne Addition, N, HC	68.026214748
8162_0	C=C(C(C)=O)NC	Alkyne Addition, N, HC	99.068413913
C#C	8163_0	Alkyne Addition, N, HC	26.015650064
C(NCN)=N	8163_0	Alkyne Addition, N, HC	73.063997239
8163_0	C(NCNC=C)=N	Alkyne Addition, N, HC	99.079647303
C(NC(NC)=C)#C	8164_0	Alkyne Addition, N, CC	96.068748266
8164_0	C1N(C(NC=1)=C)C	Alkyne Addition, N, CC	96.068748266
C(NC=CNC)#C	8165_0	Alkyne Addition, N, CC	96.068748266
8165_0	C1N(C=CNC=1)C	Alkyne Addition, N, CC	96.068748266
C(NC=CNC)#C	8166_0	Alkyne Addition, N, CC	96.068748266
8166_0	C1N(C(NC=1)=C)C	Alkyne Addition, N, CC	96.068748266
C#CCC=CNC	8168_0	Alkyne Addition, N, CC	95.073499293
8168_0	C1CC=CN(C=1)C	Alkyne Addition, N, CC	95.073499293
C#CCC=CNC	8170_0	Alkyne Addition, N, CC	95.073499293
8170_0	C=C1CC=CN1C	Alkyne Addition, N, CC	95.073499293
C#CCC(NC)=C	8171_0	Alkyne Addition, N, CC	95.073499293
8171_0	C=C1CC=CN1C	Alkyne Addition, N, CC	95.073499293
C#CC(CNC)=O	8173_0	Alkyne Addition, N, CC	97.052763849
8173_0	C1N(C)CC(C=1)=O	Alkyne Addition, N, CC	97.052763849
C#CC(CNC)=O	8173_1	Michael Addition 1,0, 	97.052763849
8173_1	C1N(C)CC(C=1)=O	Michael Addition 1,0, 	97.052763849
C#CCC(NC)=N	8175_0	Alkyne Addition, N, CC	96.068748266
8175_0	C1(CC=CN1C)=N	Alkyne Addition, N, CC	96.068748266
C#CCCNC=N	8176_0	Alkyne Addition, N, CC	96.068748266
8176_0	C(N1C=CCC1)=N	Alkyne Addition, N, CC	96.068748266
C#CCC(C)NC	8178_0	Alkyne Addition, N, CC	97.089149357
8178_0	C1CC(C)N(C=1)C	Alkyne Addition, N, CC	97.089149357
C#CCCCNC	8180_0	Alkyne Addition, N, CC	97.089149357
8180_0	C1CCCN(C=1)C	Alkyne Addition, N, CC	97.089149357
C#CCCCNC	8182_0	Alkyne Addition, N, CC	97.089149357
8182_0	C=C1CCCN1C	Alkyne Addition, N, CC	97.089149357
C#CCCNCN	8184_0	Alkyne Addition, N, CC	98.08439833
8184_0	C1N(CCC=1)CN	Alkyne Addition, N, CC	98.08439833
C#C	8186_0	Alkyne Addition, N, CC	26.015650064
C(C)#CNC	8186_0	Alkyne Addition, N, CC	69.057849229
8186_0	C(C)#CN(C=C)C	Alkyne Addition, N, CC	95.073499293
C#C	8188_0	Alkyne Addition, N, CC	26.015650064
C(NCN)#C	8188_0	Alkyne Addition, N, CC	70.053098202
8188_0	C(N(C=C)CN)#C	Alkyne Addition, N, CC	96.068748266
C#C	8190_0	Alkyne Addition, N, CC	26.015650064
C#CCNC	8190_0	Alkyne Addition, N, CC	69.057849229
8190_0	C#CCN(C=C)C	Alkyne Addition, N, CC	95.073499293
C#C	8191_0	Alkyne Addition, N, CC	26.015650064
C(NCN)=N	8191_0	Alkyne Addition, N, CC	73.063997239
8191_0	C(N(C=C)CN)=N	Alkyne Addition, N, CC	99.079647303
C#C	8193_0	Alkyne Addition, N, CC	26.015650064
C1CNCC=1	8193_0	Alkyne Addition, N, CC	69.057849229
8193_0	C=CN1CC=CC1	Alkyne Addition, N, CC	95.073499293
C#N	8194_0	Alkyne Addition, C	27.010899037
C(C)#CNC	8194_0	Alkyne Addition, C	69.057849229
8194_0	C(C(NC)=CC)#N	Alkyne Addition, C	96.068748266
C#N	8196_0	Alkyne Addition, C	27.010899037
C(C)#CNC	8196_0	Alkyne Addition, C	69.057849229
8196_0	C(C(C)=CNC)#N	Alkyne Addition, C	96.068748266
C#N	8197_0	Alkyne Addition, C	27.010899037
C#CN(C)C	8197_0	Alkyne Addition, C	69.057849229
8197_0	C(C(N(C)C)=C)#N	Alkyne Addition, C	96.068748266
C#N	8198_0	Alkyne Addition, C	27.010899037
C#CN(C)C	8198_0	Alkyne Addition, C	69.057849229
8198_0	C(C=CN(C)C)#N	Alkyne Addition, C	96.068748266
C#N	8200_0	Alkyne Addition, C	27.010899037
C(C)#CC#N	8200_0	Alkyne Addition, C	65.026549101
8200_0	C(C(C#N)=CC)#N	Alkyne Addition, C	92.037448138
C#N	8202_0	Alkyne Addition, C	27.010899037
C(C)#CC#N	8202_0	Alkyne Addition, C	65.026549101
8202_0	C(C=C(C#N)C)#N	Alkyne Addition, C	92.037448138
C#N	8204_0	Alkyne Addition, C	27.010899037
C1N=CCC#1	8204_0	Alkyne Addition, C	65.026549101
8204_0	C(C1N=CCC=1)#N	Alkyne Addition, C	92.037448138
C#N	8206_0	Alkyne Addition, C	27.010899037
C1N=CCC#1	8206_0	Alkyne Addition, C	65.026549101
8206_0	C(C1CC=NC=1)#N	Alkyne Addition, C	92.037448138
C#N	8207_0	Alkyne Addition, C	27.010899037
C(NCN)#C	8207_0	Alkyne Addition, C	70.053098202
8207_0	C(C=CNCN)#N	Alkyne Addition, C	97.063997239
C#N	8208_0	Alkyne Addition, C	27.010899037
C(NCN)#C	8208_0	Alkyne Addition, C	70.053098202
8208_0	C(C(NCN)=C)#N	Alkyne Addition, C	97.063997239
C#N	8210_0	Alkyne Addition, C	27.010899037
C(C=C)#CO	8210_0	Alkyne Addition, C	68.026214748
8210_0	C(C(O)=CC=C)#N	Alkyne Addition, C	95.037113785
C#N	8212_0	Alkyne Addition, C	27.010899037
C(C=C)#CO	8212_0	Alkyne Addition, C	68.026214748
8212_0	C(C(C=C)=CO)#N	Alkyne Addition, C	95.037113785
C#N	8213_0	Alkyne Addition, C	27.010899037
C#CCNC	8213_0	Alkyne Addition, C	69.057849229
8213_0	C(C=CCNC)#N	Alkyne Addition, C	96.068748266
C#N	8214_0	Alkyne Addition, C	27.010899037
C#CCNC	8214_0	Alkyne Addition, C	69.057849229
8214_0	C(C(CNC)=C)#N	Alkyne Addition, C	96.068748266
C#N	8216_0	Alkyne Addition, C	27.010899037
C(N)#CCN	8216_0	Alkyne Addition, C	70.053098202
8216_0	C(C(N)=CCN)#N	Alkyne Addition, C	97.063997239
C#N	8217_0	Alkyne Addition, C	27.010899037
C(N)#CCN	8217_0	Alkyne Addition, C	70.053098202
8217_0	C(C(CN)=CN)#N	Alkyne Addition, C	97.063997239
C#N	8219_0	Alkyne Addition, C	27.010899037
C(CC)#CN	8219_0	Alkyne Addition, C	69.057849229
8219_0	C(C(N)=CCC)#N	Alkyne Addition, C	96.068748266
C#N	8220_0	Alkyne Addition, C	27.010899037
C(CC)#CN	8220_0	Alkyne Addition, C	69.057849229
